CustomerID,CustomerName,Segment,State,City,SignupDate
CUST00166,Madhup Deep,Consumer,Punjab,Bellary,2024-02-06
CUST00167,Baiju Sanghvi,Consumer,Rajasthan,Morbi,2021-12-16
CUST00168,Madhup Rattan,Home Office,Punjab,Tumkur,2022-03-04
CUST00169,Aarush Sagar,Home Office,Telangana,Jalgaon,2021-08-19
CUST00170,Jayan Sura,Corporate,Tamil Nadu,Lucknow,2023-07-10
CUST00171,Anahita Bhagat,Consumer,Gujarat,Hindupur,2024-01-13
CUST00172,Yasmin Ray,Consumer,Tamil Nadu,Tumkur,2022-12-14
CUST00173,Nitara Rau,Corporate,Karnataka,Rajpur Sonarpur,2023-11-18
CUST00174,Shayak Sabharwal,Home Office,Tamil Nadu,Anand,2025-04-18
CUST00175,Dhanush Tailor,Corporate,Gujarat,Gulbarga,2024-03-20
CUST00176,Darshit Sridhar,Consumer,West Bengal,Chandigarh,2025-05-02
CUST00177,Rati Dey,Corporate,Punjab,Sasaram,2022-12-25
CUST00178,Urvi Sangha,Home Office,Maharashtra,Tezpur,2023-03-13
CUST00179,Yakshit Dugal,Consumer,Telangana,Berhampur,2024-08-08
CUST00180,Myra Sunder,Consumer,Telangana,Nagaon,2023-06-17
CUST00181,Indrajit Chandran,Corporate,Karnataka,Sagar,2022-04-07
CUST00182,Pari Sami,Corporate,Maharashtra,Agartala,2024-05-18
CUST00183,Kaira Sundaram,Consumer,Gujarat,Jehanabad,2023-06-23
CUST00184,Anahita Lala,Corporate,Karnataka,Nizamabad,2023-10-17
CUST00185,Indranil Manda,Corporate,Telangana,Bhagalpur,2023-05-08
CUST00186,Jiya Warrior,Home Office,Tamil Nadu,Ambattur,2023-02-11
CUST00187,Emir Khosla,Home Office,Telangana,Nellore,2021-08-08
CUST00188,Damini Gala,Consumer,Telangana,Etawah,2024-08-01
CUST00189,Tara Kade,Corporate,Maharashtra,Katni,2024-06-06
CUST00190,Devansh De,Consumer,Tamil Nadu,Raipur,2025-11-11
CUST00191,Oorja Gera,Consumer,Maharashtra,Tiruvottiyur,2025-11-07
CUST00192,Rohan Bhakta,Home Office,Telangana,Darbhanga,2026-01-12
CUST00193,Kanav Lala,Consumer,Tamil Nadu,Phagwara,2022-02-26
CUST00194,Lagan Kadakia,Corporate,Punjab,Morbi,2025-08-07
CUST00195,Yashvi Ahuja,Consumer,Gujarat,Sirsa,2022-03-15
CUST00196,Chirag Salvi,Consumer,Tamil Nadu,Maheshtala,2025-04-09
CUST00197,Zeeshan Kar,Home Office,Uttar Pradesh,Delhi,2022-08-30
CUST00198,Nirvaan Subramaniam,Corporate,West Bengal,Panvel,2025-01-16
CUST00199,Siya Chaudry,Consumer,Rajasthan,Katni,2022-09-02
CUST00200,Adah Krishna,Corporate,West Bengal,Panipat,2025-10-12
CUST00201,Baiju Barad,Consumer,Gujarat,Kochi,2023-09-12
CUST00202,Divij Sharaf,Consumer,Tamil Nadu,Kollam,2024-12-30
CUST00203,Aradhya Ravi,Consumer,Uttar Pradesh,Aurangabad,2021-08-22
CUST00204,Indrajit Srivastava,Home Office,Rajasthan,Pune,2022-03-29
CUST00205,Dishani Baria,Home Office,West Bengal,Karnal,2026-02-01
CUST00206,Arnav Mall,Consumer,Maharashtra,Ahmedabad,2024-04-15
CUST00207,Ela Sathe,Home Office,Karnataka,Kharagpur,2021-06-04
CUST00208,Shlok Hegde,Home Office,West Bengal,Lucknow,2021-07-06
CUST00209,Diya Bera,Corporate,Punjab,Kota,2021-11-03
CUST00210,Reyansh Tank,Home Office,Karnataka,Kakinada,2024-05-26
CUST00211,Ayesha Sama,Corporate,Karnataka,Tumkur,2022-05-07
CUST00212,Kabir Brar,Consumer,Tamil Nadu,Kumbakonam,2022-07-05
CUST00213,Hrishita Dewan,Corporate,West Bengal,Mysore,2024-12-31
CUST00214,Ranbir Ahuja,Corporate,Delhi,Ulhasnagar,2024-09-26
CUST00215,Vardaniya Mani,Home Office,Delhi,Guntakal,2024-07-23
CUST00216,Ryan Tandon,Home Office,Maharashtra,Ichalkaranji,2024-01-28
CUST00217,Ahana  Bains,Corporate,Telangana,Proddatur,2024-09-19
CUST00218,Samaira Mahal,Corporate,Punjab,Ramagundam,2026-03-09
CUST00219,Darshit Rao,Home Office,Karnataka,Kamarhati,2025-11-21
CUST00220,Baiju Korpal,Consumer,Karnataka,Bijapur,2023-12-28
CUST00221,Nitya Ganguly,Consumer,Rajasthan,Ongole,2025-01-14
CUST00222,Aaina Lata,Consumer,Karnataka,Dhule,2025-12-04
CUST00223,Taran Chanda,Home Office,Gujarat,Nadiad,2021-08-21
CUST00224,Kanav Mandal,Corporate,Delhi,Amroha,2024-05-21
CUST00225,Dharmajan Golla,Corporate,Karnataka,Medininagar,2021-06-30
CUST00226,Khushi D’Alia,Home Office,Maharashtra,Aizawl,2024-06-29
CUST00227,Divyansh Tata,Corporate,West Bengal,Chandrapur,2023-05-16
CUST00228,Ahana  Jha,Corporate,Delhi,Serampore,2022-10-26
CUST00229,Alia Khanna,Consumer,Uttar Pradesh,Singrauli,2024-04-28
CUST00230,Divij Majumdar,Corporate,Tamil Nadu,Avadi,2021-09-17
CUST00231,Anaya Bhavsar,Consumer,Delhi,Sirsa,2024-12-12
CUST00232,Zeeshan Sanghvi,Consumer,Delhi,Ambattur,2021-09-07
CUST00233,Hunar Kara,Corporate,Gujarat,Latur,2023-08-03
CUST00234,Diya Jain,Corporate,Maharashtra,Mangalore,2026-01-26
CUST00235,Hazel Kale,Corporate,Gujarat,Jammu,2025-05-17
CUST00236,Armaan Edwin,Home Office,Telangana,Silchar,2026-02-18
CUST00237,Ojas Bhardwaj,Corporate,Telangana,Ahmedabad,2025-08-18
CUST00238,Riaan Ghose,Corporate,West Bengal,Lucknow,2022-02-11
CUST00239,Renee D’Alia,Consumer,Tamil Nadu,Ludhiana,2023-10-31
CUST00240,Shray Dara,Consumer,Punjab,Ahmednagar,2022-05-17
CUST00241,Neelofar Buch,Corporate,West Bengal,Thanjavur,2025-09-13
CUST00242,Taimur Ganesh,Consumer,Punjab,Bihar Sharif,2024-09-21
CUST00243,Miraan Dey,Corporate,Gujarat,Thrissur,2024-06-24
CUST00244,Mehul Sabharwal,Home Office,Gujarat,Bihar Sharif,2021-06-16
CUST00245,Ela Rege,Corporate,Punjab,Gangtok,2022-07-31
CUST00246,Baiju Choudhry,Home Office,Maharashtra,Korba,2023-03-31
CUST00247,Tushar Dara,Corporate,Punjab,Berhampore,2023-07-12
CUST00248,Aradhya Bandi,Consumer,Tamil Nadu,Panihati,2024-01-03
CUST00249,Aarav Handa,Consumer,Rajasthan,Mysore,2022-11-29
CUST00250,Tanya Mahajan,Consumer,Telangana,Malegaon,2023-05-03
CUST00251,Myra Date,Home Office,Delhi,South Dumdum,2025-02-25
CUST00252,Nayantara Raj,Corporate,Rajasthan,Bulandshahr,2023-05-09
CUST00253,Chirag Kaur,Consumer,Gujarat,Panipat,2021-06-27
CUST00254,Neysa Deep,Home Office,Gujarat,Kirari Suleman Nagar,2026-01-28
CUST00255,Anika Gola,Home Office,Maharashtra,Khandwa,2025-02-23
CUST00256,Sahil Hora,Home Office,Tamil Nadu,Tadepalligudem,2024-12-09
CUST00257,Piya Kibe,Home Office,Tamil Nadu,Haridwar,2025-11-03
CUST00258,Drishya Rajan,Home Office,Rajasthan,Katni,2023-04-26
CUST00259,Yashvi Gala,Corporate,Rajasthan,Kishanganj,2024-07-31
CUST00260,Anahita Vaidya,Home Office,Tamil Nadu,Mehsana,2024-01-11
CUST00261,Rohan Sem,Home Office,Karnataka,Muzaffarpur,2025-08-01
CUST00262,Jiya Gour,Consumer,Rajasthan,Bidhannagar,2024-08-04
CUST00263,Darshit Bedi,Home Office,Rajasthan,Amritsar,2021-12-10
CUST00264,Shray Samra,Home Office,Karnataka,Karimnagar,2022-06-02
CUST00265,Jayant Chanda,Home Office,Punjab,Kavali,2021-10-09
CUST00266,Tarini Gola,Corporate,Rajasthan,Vasai-Virar,2024-12-18
CUST00267,Indrajit Cherian,Home Office,West Bengal,Bahraich,2023-08-01
CUST00268,Shaan Dey,Corporate,Tamil Nadu,Ballia,2022-09-25
CUST00269,Hazel Suresh,Consumer,Rajasthan,Sasaram,2022-10-11
CUST00270,Nitya Gara,Home Office,Punjab,Kolkata,2024-06-27
CUST00271,Raunak Rajan,Home Office,Gujarat,Visakhapatnam,2024-02-12
CUST00272,Vedika Kala,Corporate,Uttar Pradesh,Gudivada,2021-10-30
CUST00273,Chirag Sarin,Corporate,Delhi,Ujjain,2022-11-08
CUST00274,Jhanvi De,Home Office,Uttar Pradesh,Sambalpur,2023-06-24
CUST00275,Rania Rattan,Home Office,Karnataka,Muzaffarnagar,2026-01-27
CUST00276,Kartik Chatterjee,Home Office,Maharashtra,Mehsana,2025-04-01
CUST00277,Yuvaan Sagar,Corporate,Telangana,Sambalpur,2022-10-14
CUST00278,Kabir Shah,Home Office,Punjab,Lucknow,2024-01-08
CUST00279,Rohan Desai,Corporate,Maharashtra,Bharatpur,2021-12-05
CUST00280,Bhavin Sangha,Consumer,Tamil Nadu,Guwahati,2026-02-01
CUST00281,Vivaan Amble,Consumer,Delhi,New Delhi,2023-05-22
CUST00282,Rhea Kadakia,Consumer,West Bengal,Pudukkottai,2022-01-16
CUST00283,Vedika Chhabra,Consumer,Delhi,Morbi,2022-05-20
CUST00284,Ryan Atwal,Corporate,Punjab,Madhyamgram,2021-06-21
CUST00285,Indrajit Kalita,Consumer,Uttar Pradesh,Unnao,2025-11-05
CUST00286,Lavanya Golla,Corporate,Punjab,Sri Ganganagar,2021-07-11
CUST00287,Anahi Banik,Consumer,Rajasthan,Madanapalle,2024-05-12
CUST00288,Jivika Srinivasan,Corporate,Rajasthan,Dehri,2023-03-21
CUST00289,Arnav Balan,Consumer,Karnataka,Nagaon,2024-10-29
CUST00290,Hansh Swaminathan,Home Office,West Bengal,Muzaffarpur,2023-05-26
CUST00291,Sahil Kota,Consumer,Rajasthan,Kottayam,2026-03-15
CUST00292,Zain Mangat,Consumer,Karnataka,Chandigarh,2025-04-27
CUST00293,Anahi Ray,Home Office,Telangana,Tadipatri,2023-01-21
CUST00294,Elakshi Iyer,Corporate,West Bengal,New Delhi,2022-11-02
CUST00295,Amani Chandran,Home Office,Delhi,Jalgaon,2023-06-03
CUST00296,Biju Bhandari,Consumer,Uttar Pradesh,Madurai,2023-07-12
CUST00297,Mohanlal Jani,Consumer,Uttar Pradesh,Kakinada,2022-03-09
CUST00298,Arhaan Jani,Home Office,Telangana,Jorhat,2022-01-06
CUST00299,Nayantara Randhawa,Home Office,Punjab,Lucknow,2023-10-15
CUST00300,Neelofar Mander,Corporate,Uttar Pradesh,Anantapur,2024-03-29
CUST00301,Neelofar Sane,Home Office,Telangana,Thrissur,2022-11-27
CUST00302,Baiju Loke,Corporate,Telangana,Pali,2022-02-01
CUST00303,Ela Suri,Corporate,Karnataka,Rajkot,2021-08-30
CUST00304,Alisha Dubey,Home Office,Uttar Pradesh,Ambala,2025-05-13
CUST00305,Misha Kannan,Corporate,Tamil Nadu,Serampore,2022-06-01
CUST00306,Hazel Baral,Consumer,Tamil Nadu,Raiganj,2026-04-04
CUST00307,Tiya Bains,Home Office,Uttar Pradesh,Ramagundam,2021-10-28
CUST00308,Saira Dua,Home Office,Delhi,Dhule,2024-09-10
CUST00309,Mohanlal Shere,Corporate,Uttar Pradesh,Vijayawada,2025-02-26
CUST00310,Aradhya Dutt,Consumer,Tamil Nadu,Jodhpur,2023-06-29
CUST00311,Ryan Kanda,Consumer,Tamil Nadu,Kottayam,2024-06-03
CUST00312,Abram Agarwal,Corporate,Gujarat,Madanapalle,2024-04-03
CUST00313,Misha Bhandari,Home Office,Maharashtra,Machilipatnam,2025-10-29
CUST00314,Ishita Venkatesh,Consumer,Karnataka,North Dumdum,2024-12-21
CUST00315,Chirag Loke,Consumer,Rajasthan,Cuttack,2021-09-02
CUST00316,Vaibhav Bobal,Home Office,Karnataka,Ahmedabad,2021-12-03
CUST00317,Abram Chopra,Home Office,Delhi,Sambalpur,2026-04-19
CUST00318,Advik Roy,Consumer,Rajasthan,Chandrapur,2021-11-01
CUST00319,Krish Verma,Corporate,Gujarat,Tumkur,2026-04-20
CUST00320,Jivin Kota,Home Office,Uttar Pradesh,Gangtok,2024-02-25
CUST00321,Pari Banerjee,Corporate,West Bengal,Loni,2025-12-28
CUST00322,Dishani Krishna,Consumer,Rajasthan,Hubli–Dharwad,2023-12-28
CUST00323,Veer Raju,Corporate,Punjab,Kakinada,2022-06-01
CUST00324,Yakshit Swamy,Home Office,West Bengal,Adoni,2024-04-19
CUST00325,Tarini Doctor,Home Office,Rajasthan,Rohtak,2021-12-19
CUST00326,Heer Raval,Corporate,West Bengal,Yamunanagar,2025-10-31
CUST00327,Damini Gupta,Corporate,Tamil Nadu,Chandigarh,2022-01-18
CUST00328,Anya Dugar,Corporate,Rajasthan,Jaipur,2024-06-19
CUST00329,Prisha Agarwal,Home Office,Telangana,Ahmednagar,2023-08-16
CUST00330,Lakshay Shan,Home Office,Delhi,Kochi,2021-08-25
CUST00331,Mohanlal Ahluwalia,Corporate,Delhi,Tadepalligudem,2021-06-15
CUST00332,Rania Chandran,Corporate,Rajasthan,Panihati,2023-12-31
CUST00333,Jayant Chatterjee,Corporate,West Bengal,Tiruchirappalli,2023-01-10
CUST00334,Ehsaan Gole,Corporate,Gujarat,Gudivada,2021-11-19
CUST00335,Pranay Bahri,Home Office,Rajasthan,Haldia,2021-05-26
CUST00336,Shalv Dhingra,Home Office,Karnataka,Anand,2024-07-29
CUST00337,Reyansh Verma,Corporate,Karnataka,Tiruppur,2022-10-19
CUST00338,Adah Jha,Home Office,Telangana,Madhyamgram,2023-05-07
CUST00339,Riaan Ramanathan,Consumer,Rajasthan,Bhiwandi,2022-08-12
CUST00340,Miraan Bhattacharyya,Home Office,Punjab,Berhampore,2026-04-09
CUST00341,Yashvi Dey,Home Office,West Bengal,Ramagundam,2022-06-25
CUST00342,Kabir Doctor,Consumer,Rajasthan,Uluberia,2025-05-20
CUST00343,Divyansh Cheema,Consumer,Uttar Pradesh,Korba,2021-09-23
CUST00344,Miraya Randhawa,Consumer,West Bengal,Nangloi Jat,2025-06-07
CUST00345,Aradhya Krishna,Corporate,Rajasthan,Ramagundam,2023-07-17
CUST00346,Aaryahi Kuruvilla,Corporate,Delhi,Pondicherry,2021-08-27
CUST00347,Lakshay Chahal,Corporate,Gujarat,Bhilai,2021-06-09
CUST00348,Eva Soman,Corporate,Rajasthan,Buxar,2025-05-19
